pair,strategy,entry_date,exit_date,days,direction,entry_z,exit_z,entry_spread,exit_spread,gross,charges,net,reason,win,shares_a,shares_b
TATAPOWER/ADANIGREEN,PAIRS,2026-01-21,2026-01-22,1,SELL_A,2.045,1.52,,,39500.0,4740.0,34760.0,INTRADAY,True,3625,1500
SUNPHARMA/LUPIN,PAIRS,2026-01-19,2026-01-23,4,BUY_A,-2.311,-1.724,,,19426.0,2331.0,17094.0,INTRADAY,True,875,1062
INDUSINDBK/UNIONBANK,PAIRS,2026-01-22,2026-01-23,1,BUY_A,-2.556,-2.28,,,31006.0,3721.0,27285.0,INTRADAY,True,1750,11062
PNB/RBLBANK,PAIRS,2026-01-22,2026-01-23,1,SELL_A,2.102,1.625,,,81397.0,9768.0,71629.0,INTRADAY,True,20000,7937
COLPAL/JUBLFOOD,PAIRS,2026-01-20,2026-01-27,7,SELL_A,2.844,2.724,,,-70071.0,8408.0,-78479.0,TIME_STOP,False,562,3125
BANKBARODA/BANKINDIA,PAIRS,2026-01-21,2026-01-27,6,BUY_A,-1.888,-2.599,,,-65270.0,7832.0,-73102.0,TIME_STOP,False,7312,13000
ULTRACEMCO/AMBUJACEM,PAIRS,2026-01-22,2026-01-27,5,SELL_A,2.478,3.331,,,-60412.0,7249.0,-67662.0,TIME_STOP,False,125,2250
INFY/LTIM,PAIRS,2026-01-22,2026-01-27,5,SELL_A,2.266,2.302,,,-15638.0,1876.0,-17514.0,TIME_STOP,False,1000,375
INDUSINDBK/YESBANK,PAIRS,2026-01-23,2026-01-27,4,SELL_A,2.245,2.06,,,54701.0,6564.0,48137.0,INTRADAY,True,1750,77750
LODHA/IRCTC,PAIRS,2026-01-23,2026-01-27,4,BUY_A,-2.36,-1.688,,,40449.0,4854.0,35595.0,INTRADAY,True,1125,2187
CIPLA/DRREDDY,PAIRS,2026-01-23,2026-01-28,5,BUY_A,-3.305,-2.362,,,26894.0,3227.0,23667.0,TIME_STOP,True,937,1562
SUNPHARMA/LUPIN,PAIRS,2026-01-23,2026-01-28,5,BUY_A,-1.724,-1.85,,,-25948.0,3114.0,-29062.0,TIME_STOP,False,875,1062
SBIN/BANKBARODA,PAIRS,2026-01-27,2026-01-28,1,SELL_A,2.072,1.656,,,30724.0,3687.0,27037.0,INTRADAY,True,1875,7312
TATASTEEL/JINDALSTEL,PAIRS,2026-01-27,2026-01-28,1,SELL_A,1.821,1.464,,,29014.0,3482.0,25532.0,PROFIT,True,13750,1562
CIPLA/ZYDUSLIFE,PAIRS,2026-01-28,2026-01-29,1,BUY_A,-2.336,-2.254,,,20776.0,2493.0,18283.0,INTRADAY,True,937,2250
HINDALCO/NATIONALUM,PAIRS,2026-01-28,2026-01-30,2,BUY_A,-2.211,-1.723,,,171241.0,20549.0,150692.0,INTRADAY,True,3500,9375
TATASTEEL/JINDALSTEL,PAIRS,2026-01-29,2026-01-30,1,SELL_A,1.858,1.021,,,75699.0,9084.0,66615.0,PROFIT,True,13750,1562
TATAPOWER/ADANIGREEN,PAIRS,2026-01-27,2026-02-02,6,SELL_A,3.379,2.167,,,27219.0,3266.0,23953.0,TIME_STOP,True,3625,1500
INFY/TECHM,PAIRS,2026-01-27,2026-02-02,6,BUY_A,-2.527,-2.049,,,650.0,78.0,572.0,INTRADAY,True,1000,1500
INDUSINDBK/BANKINDIA,PAIRS,2026-01-27,2026-02-02,6,BUY_A,-2.651,0.303,,,173080.0,20770.0,152310.0,PROFIT,True,1750,13000
NTPC/POWERGRID,PAIRS,2026-01-27,2026-02-02,6,SELL_A,2.169,0.803,,,54000.0,6480.0,47520.0,PROFIT,True,3750,4750
ULTRACEMCO/DALBHARAT,PAIRS,2026-01-28,2026-02-02,5,SELL_A,2.689,1.914,,,37224.0,4467.0,32757.0,INTRADAY,True,125,812
SBIN/BANKBARODA,PAIRS,2026-01-28,2026-02-02,5,SELL_A,1.656,4.262,,,-143873.0,17265.0,-161138.0,TIME_STOP,False,1875,7312
HINDALCO/NATIONALUM,PAIRS,2026-01-30,2026-02-02,3,BUY_A,-1.723,-1.566,,,173744.0,20849.0,152895.0,INTRADAY,True,3500,9375
INFY/TECHM,PAIRS,2026-02-02,2026-02-03,1,BUY_A,-2.049,-1.569,,,74100.0,8892.0,65208.0,INTRADAY,True,1000,1500
NHPC/IREDA,PAIRS,2026-02-02,2026-02-03,1,SELL_A,2.016,1.711,,,42836.0,5140.0,37695.0,INTRADAY,True,16000,8625
TATAPOWER/HUDCO,PAIRS,2026-02-02,2026-02-04,2,SELL_A,2.706,2.092,,,37212.0,4465.0,32747.0,INTRADAY,True,3625,6937
BANKBARODA/BANKINDIA,PAIRS,2026-02-03,2026-02-04,1,BUY_A,-2.381,-2.223,,,37863.0,4544.0,33320.0,INTRADAY,True,7312,13000
INDUSINDBK/YESBANK,PAIRS,2026-02-03,2026-02-05,2,SELL_A,2.088,1.758,,,38034.0,4564.0,33470.0,INTRADAY,True,1750,77750
TATAPOWER/HUDCO,PAIRS,2026-02-04,2026-02-05,1,SELL_A,2.092,1.852,,,28883.0,3466.0,25417.0,INTRADAY,True,3625,6937
POWERGRID/NHPC,PAIRS,2026-02-04,2026-02-05,1,SELL_A,2.111,1.552,,,32733.0,3928.0,28805.0,INTRADAY,True,4750,16000
CIPLA/ZYDUSLIFE,PAIRS,2026-02-03,2026-02-06,3,BUY_A,-2.908,-1.515,,,50275.0,6033.0,44242.0,INTRADAY,True,937,2250
INFY/TECHM,PAIRS,2026-02-05,2026-02-06,1,BUY_A,-1.793,-1.397,,,32050.0,3846.0,28204.0,PROFIT,True,1000,1500
SBIN/CANBK,PAIRS,2026-02-02,2026-02-09,7,SELL_A,2.025,3.81,,,-198506.0,23821.0,-222327.0,TIME_STOP,False,1875,16875
ULTRACEMCO/AMBUJACEM,PAIRS,2026-02-03,2026-02-09,6,SELL_A,2.139,2.063,,,-2225.0,267.0,-2492.0,INTRADAY,False,125,2250
BANKBARODA/BANKINDIA,PAIRS,2026-02-04,2026-02-09,5,BUY_A,-2.223,-2.771,,,-98938.0,11873.0,-110811.0,TIME_STOP,False,7312,13000
NHPC/IREDA,PAIRS,2026-02-05,2026-02-09,4,SELL_A,1.91,1.565,,,22623.0,2715.0,19908.0,INTRADAY,True,16000,8625
TATAPOWER/HUDCO,PAIRS,2026-02-06,2026-02-10,4,SELL_A,1.981,1.842,,,10402.0,1248.0,9154.0,INTRADAY,True,3625,6937
HAVELLS/CROMPTON,PAIRS,2026-02-09,2026-02-10,1,BUY_A,-2.619,-2.218,,,23592.0,2831.0,20761.0,INTRADAY,True,1250,4500
CIPLA/ZYDUSLIFE,PAIRS,2026-02-09,2026-02-10,1,BUY_A,-2.741,-0.967,,,81583.0,9790.0,71793.0,PROFIT,True,937,2250
INFY/HCLTECH,PAIRS,2026-02-09,2026-02-10,1,BUY_A,-1.909,-1.185,,,24788.0,2975.0,21813.0,PROFIT,True,1000,875
HDFCLIFE/ICICIGI,PAIRS,2026-02-06,2026-02-11,5,BUY_A,-2.497,-3.274,,,-55409.0,6649.0,-62058.0,TIME_STOP,False,2750,812
TATASTEEL/JINDALSTEL,PAIRS,2026-02-10,2026-02-11,1,SELL_A,1.91,1.816,,,23866.0,2864.0,21002.0,INTRADAY,True,13750,1562
HAVELLS/CROMPTON,PAIRS,2026-02-10,2026-02-11,1,BUY_A,-2.218,-2.216,,,9062.0,1088.0,7975.0,INTRADAY,True,1250,4500
TATAPOWER/HUDCO,PAIRS,2026-02-10,2026-02-12,2,SELL_A,1.842,1.47,,,16817.0,2018.0,14799.0,PROFIT,True,3625,6937
POWERGRID/NHPC,PAIRS,2026-02-10,2026-02-12,2,SELL_A,2.429,-7.209,,,-12900.0,1548.0,-14448.0,LOT_CHANGE,False,4750,16000
LUPIN/AUROPHARMA,PAIRS,2026-02-10,2026-02-12,2,SELL_A,2.351,-5.379,,,39354.0,4722.0,34631.0,LOT_CHANGE,True,1062,1375
HAVELLS/CROMPTON,PAIRS,2026-02-11,2026-02-12,1,BUY_A,-2.216,-6.883,,,29435.0,3532.0,25903.0,LOT_CHANGE,True,1250,4500
TATASTEEL/JINDALSTEL,PAIRS,2026-02-11,2026-02-12,1,SELL_A,1.816,-5.56,,,3655.0,439.0,3217.0,LOT_CHANGE,True,13750,1562
INFY/TECHM,PAIRS,2026-02-11,2026-02-12,1,BUY_A,-1.821,5.734,,,60200.0,7224.0,52976.0,LOT_CHANGE,True,1000,1500
ULTRACEMCO/AMBUJACEM,PAIRS,2026-02-09,2026-02-16,7,SELL_A,2.063,1.966,,,-31562.0,3788.0,-35350.0,TIME_STOP,False,125,2250
SBIN/BANKBARODA,PAIRS,2026-02-10,2026-02-16,6,SELL_A,3.479,2.87,,,-103914.0,12470.0,-116383.0,TIME_STOP,False,1875,7312
LODHA/IRCTC,PAIRS,2026-02-16,2026-02-17,1,SELL_A,2.229,1.969,,,29481.0,3538.0,25943.0,INTRADAY,True,1125,2187
TATAPOWER/HUDCO,PAIRS,2026-02-13,2026-02-18,5,SELL_A,1.676,1.595,,,-4239.0,509.0,-4747.0,INTRADAY,False,3625,6937
TATAPOWER/HUDCO,PAIRS,2026-02-18,2026-02-19,1,SELL_A,1.595,1.253,,,22459.0,2695.0,19764.0,PROFIT,True,3625,6937
SBIN/BANKBARODA,PAIRS,2026-02-23,2026-02-24,1,SELL_A,1.523,1.423,,,6610.0,793.0,5816.0,PROFIT,True,1875,7312
TATAPOWER/HUDCO,PAIRS,2026-02-20,2026-02-25,5,SELL_A,1.572,1.98,,,-46153.0,5538.0,-51691.0,TIME_STOP,False,3625,6937
IDFCFIRSTB/AUBANK,PAIRS,2026-02-20,2026-02-25,5,BUY_A,-2.311,-3.492,,,-189280.0,22714.0,-211994.0,TIME_STOP,False,23187,2500
BANKBARODA/IDFCFIRSTB,PAIRS,2026-02-25,2026-03-02,5,SELL_A,3.832,2.572,,,40924.0,4911.0,36013.0,TIME_STOP,True,7312,23187
TATAPOWER/HUDCO,PAIRS,2026-03-04,2026-03-09,5,SELL_A,2.13,2.164,,,-39401.0,4728.0,-44129.0,TIME_STOP,False,3625,6937
IDFCFIRSTB/AUBANK,PAIRS,2026-03-04,2026-03-09,5,BUY_A,-1.974,-2.02,,,-40392.0,4847.0,-45239.0,TIME_STOP,False,23187,2500
TATAPOWER/ADANIGREEN,PAIRS,2026-03-09,2026-03-16,7,SELL_A,2.129,1.969,,,-44781.0,5374.0,-50155.0,TIME_STOP,False,3625,1500
TATAPOWER/HUDCO,PAIRS,2026-03-16,2026-03-23,7,SELL_A,2.182,1.884,,,6925.0,831.0,6094.0,INTRADAY,True,3625,6937
TATAPOWER/HUDCO,PAIRS,2026-03-23,2026-03-25,2,SELL_A,1.884,1.289,,,68925.0,8271.0,60654.0,PROFIT,True,3625,6937
LODHA/IRCTC,PAIRS,2026-03-27,2026-03-30,3,BUY_A,-2.066,-1.884,,,25731.0,3088.0,22643.0,INTRADAY,True,1125,2187
