Pair,SymA,SymB,Days,ADF_p,Coint_p,Hurst,HalfLife,Corr,R2,Z_30d,Passes,Sector
INFY/WIPRO,INFY,WIPRO,250,0.7766,0.8686,1.003,65.6,0.263,0.033,-0.73,False,IT
INFY/TECHM,INFY,TECHM,496,0.368,0.8203,1.0069,54.1,0.682,0.496,-1.99,False,IT
INFY/LTIM,INFY,LTIM,496,0.6112,0.8366,1.0181,63.9,0.693,0.494,-0.77,False,IT
INFY/MPHASIS,INFY,MPHASIS,496,0.2604,0.6795,1.002,40.1,0.647,0.423,-1.14,False,IT
INFY/COFORGE,INFY,COFORGE,496,0.8208,0.4759,1.0219,174.5,0.271,0.373,-0.42,False,IT
INFY/PERSISTENT,INFY,PERSISTENT,496,0.1171,0.7583,1.0092,32.9,0.346,0.082,-0.48,False,IT
INFY/KPITTECH,INFY,KPITTECH,300,0.4982,0.5583,1.0065,21.5,0.423,0.497,0.45,False,IT
INFY/TATAELXSI,INFY,TATAELXSI,300,0.2927,0.7295,1.0102,20.2,0.415,0.467,-1.28,False,IT
INFY/OFSS,INFY,OFSS,496,0.186,0.2237,1.0159,36.6,0.498,0.629,-1.98,False,IT
HCLTECH/WIPRO,HCLTECH,WIPRO,497,0.6675,0.948,1.0226,76.0,0.321,0.112,-0.83,False,IT
HCLTECH/TECHM,HCLTECH,TECHM,743,0.1142,0.3009,0.9994,38.4,0.591,0.825,-1.88,False,IT
HCLTECH/LTIM,HCLTECH,LTIM,743,0.4141,0.6141,1.0009,94.3,0.598,0.44,0.41,False,IT
HCLTECH/MPHASIS,HCLTECH,MPHASIS,743,0.0414,0.1337,1.0247,31.3,0.534,0.737,0.24,False,IT
HCLTECH/COFORGE,HCLTECH,COFORGE,501,0.8396,0.5201,1.0081,190.8,0.278,0.241,0.97,False,IT
HCLTECH/PERSISTENT,HCLTECH,PERSISTENT,501,0.0326,0.3494,0.9782,23.0,0.371,0.252,0.56,False,IT
HCLTECH/KPITTECH,HCLTECH,KPITTECH,300,0.7769,0.566,1.0008,33.8,0.439,0.44,0.76,False,IT
HCLTECH/TATAELXSI,HCLTECH,TATAELXSI,300,0.1396,0.3602,1.0344,17.4,0.383,0.499,-0.68,False,IT
HCLTECH/OFSS,HCLTECH,OFSS,743,0.2999,0.2849,1.0145,127.2,0.432,0.793,0.09,False,IT
WIPRO/TECHM,WIPRO,TECHM,497,0.7537,0.6512,1.0197,96.3,0.358,0.063,0.53,False,IT
WIPRO/LTIM,WIPRO,LTIM,497,0.5028,0.6024,1.0136,53.0,0.313,0.064,1.25,False,IT
WIPRO/MPHASIS,WIPRO,MPHASIS,497,0.57,0.5825,1.0135,59.4,0.339,0.149,2.05,False,IT
WIPRO/COFORGE,WIPRO,COFORGE,255,0.923,0.5261,1.0333,279.5,0.227,0.265,1.39,False,IT
WIPRO/PERSISTENT,WIPRO,PERSISTENT,255,0.5742,0.7869,1.0013,42.4,0.091,0.006,1.92,False,IT
WIPRO/OFSS,WIPRO,OFSS,497,0.6788,0.546,1.017,204.8,0.224,0.157,0.97,False,IT
TECHM/LTIM,TECHM,LTIM,743,0.4742,0.7137,1.0096,90.1,0.631,0.4,1.32,False,IT
TECHM/MPHASIS,TECHM,MPHASIS,743,0.0291,0.19,1.0175,30.8,0.594,0.749,1.22,False,IT
TECHM/COFORGE,TECHM,COFORGE,501,0.8928,0.5784,1.0284,294.9,0.288,0.024,1.68,False,IT
TECHM/PERSISTENT,TECHM,PERSISTENT,501,0.0357,0.4319,0.9818,27.6,0.406,0.046,1.3,False,IT
TECHM/KPITTECH,TECHM,KPITTECH,300,0.973,0.6674,1.017,DIV,0.481,0.243,1.11,False,IT
TECHM/TATAELXSI,TECHM,TATAELXSI,300,0.3456,0.2542,1.0069,23.9,0.466,0.478,0.44,False,IT
TECHM/OFSS,TECHM,OFSS,743,0.1798,0.485,1.0142,174.0,0.487,0.751,1.67,False,IT
LTIM/MPHASIS,LTIM,MPHASIS,748,0.1478,0.1101,0.997,54.4,0.636,0.595,-0.51,False,IT
LTIM/COFORGE,LTIM,COFORGE,501,0.8947,0.5991,1.0252,326.7,0.262,0.001,0.61,False,IT
LTIM/PERSISTENT,LTIM,PERSISTENT,501,0.0713,0.4614,1.0048,29.2,0.401,0.151,0.29,False,IT
LTIM/KPITTECH,LTIM,KPITTECH,300,0.9494,0.7867,1.0171,170.2,0.47,0.038,0.78,False,IT
LTIM/TATAELXSI,LTIM,TATAELXSI,300,0.6725,0.755,1.025,63.2,0.488,0.082,-1.11,False,IT
LTIM/OFSS,LTIM,OFSS,748,0.2339,0.254,0.991,181.9,0.301,0.239,-0.5,False,IT
MPHASIS/COFORGE,MPHASIS,COFORGE,501,0.8724,0.3117,1.0374,276.8,0.345,0.001,1.57,False,IT
MPHASIS/PERSISTENT,MPHASIS,PERSISTENT,501,0.0703,0.2025,1.0159,30.3,0.466,0.106,1.02,False,IT
MPHASIS/KPITTECH,MPHASIS,KPITTECH,300,0.7824,0.5175,1.0198,67.6,0.543,0.085,0.92,False,IT
MPHASIS/TATAELXSI,MPHASIS,TATAELXSI,300,0.4177,0.5568,0.9997,34.9,0.51,0.173,-1.09,False,IT
MPHASIS/OFSS,MPHASIS,OFSS,748,0.1184,0.0594,1.0165,128.8,0.43,0.658,-0.26,False,IT
COFORGE/PERSISTENT,COFORGE,PERSISTENT,501,0.6936,0.8924,1.0085,103.3,0.274,0.002,-0.28,False,IT
COFORGE/KPITTECH,COFORGE,KPITTECH,300,0.5964,0.4658,0.9975,64.8,0.216,0.417,0.59,False,IT
COFORGE/TATAELXSI,COFORGE,TATAELXSI,300,0.6715,0.7275,1.0359,75.7,0.163,0.246,-1.58,False,IT
COFORGE/OFSS,COFORGE,OFSS,501,0.4741,0.5816,1.0339,68.0,0.198,0.242,-1.08,False,IT
PERSISTENT/KPITTECH,PERSISTENT,KPITTECH,300,0.9174,0.5307,0.9838,94.9,0.549,0.097,0.77,False,IT
PERSISTENT/TATAELXSI,PERSISTENT,TATAELXSI,300,0.4326,0.4409,1.0073,32.1,0.449,0.121,-1.58,False,IT
PERSISTENT/OFSS,PERSISTENT,OFSS,501,0.0081,0.0958,1.0047,30.6,0.41,0.0,-0.63,False,IT
KPITTECH/TATAELXSI,KPITTECH,TATAELXSI,300,0.2626,0.5789,1.0172,14.8,0.571,0.669,-1.2,False,IT
KPITTECH/OFSS,KPITTECH,OFSS,300,0.1183,0.3437,1.0024,20.8,0.55,0.571,-0.85,False,IT
TATAELXSI/OFSS,TATAELXSI,OFSS,300,0.1177,0.1108,1.0192,24.3,0.607,0.663,0.7,False,IT
TATASTEEL/JSWSTEEL,TATASTEEL,JSWSTEEL,496,0.5628,0.8489,1.0317,88.7,0.763,0.329,2.55,False,METALS
TATASTEEL/HINDALCO,TATASTEEL,HINDALCO,743,0.3212,0.1888,1.0057,63.7,0.702,0.847,2.58,False,METALS
TATASTEEL/VEDL,TATASTEEL,VEDL,496,0.0405,0.6468,1.0139,69.1,0.668,0.34,0.74,False,METALS
TATASTEEL/SAIL,TATASTEEL,SAIL,743,0.0654,0.2448,1.0329,30.0,0.763,0.853,1.73,False,METALS
TATASTEEL/NMDC,TATASTEEL,NMDC,743,0.8863,0.9532,1.0079,466.8,0.452,0.009,1.33,False,METALS
TATASTEEL/JINDALSTEL,TATASTEEL,JINDALSTEL,743,0.1143,0.1598,1.0081,49.4,0.749,0.894,0.16,False,METALS
TATASTEEL/NATIONALUM,TATASTEEL,NATIONALUM,743,0.6981,0.3696,1.0209,241.0,0.676,0.724,1.38,False,METALS
TATASTEEL/HINDZINC,TATASTEEL,HINDZINC,217,0.1607,0.6643,1.0182,28.0,0.529,0.538,1.73,False,METALS
TATASTEEL/COALINDIA,TATASTEEL,COALINDIA,551,0.5339,0.9774,1.0315,94.4,0.491,0.687,2.9,False,METALS
JSWSTEEL/HINDALCO,JSWSTEEL,HINDALCO,496,0.1487,0.3773,1.009,29.6,0.618,0.749,0.76,False,METALS
JSWSTEEL/VEDL,JSWSTEEL,VEDL,496,0.2252,0.563,1.0108,46.6,0.534,0.597,-0.45,False,METALS
JSWSTEEL/SAIL,JSWSTEEL,SAIL,496,0.5973,0.8432,1.0288,75.5,0.669,0.005,-1.95,False,METALS
JSWSTEEL/NMDC,JSWSTEEL,NMDC,496,0.7018,0.4647,1.0154,164.7,0.345,0.404,0.08,False,METALS
JSWSTEEL/JINDALSTEL,JSWSTEEL,JINDALSTEL,496,0.293,0.7396,1.0248,43.8,0.703,0.454,-1.41,False,METALS
JSWSTEEL/NATIONALUM,JSWSTEEL,NATIONALUM,496,0.7605,0.4538,1.0316,86.6,0.555,0.5,0.27,False,METALS
JSWSTEEL/HINDZINC,JSWSTEEL,HINDZINC,217,0.5757,0.5691,0.9816,32.2,0.418,0.427,0.94,False,METALS
JSWSTEEL/COALINDIA,JSWSTEEL,COALINDIA,304,0.9369,0.8281,1.0059,328.1,0.482,0.078,2.13,False,METALS
HINDALCO/VEDL,HINDALCO,VEDL,496,0.0755,0.2818,0.9711,37.4,0.7,0.823,-0.98,False,METALS
HINDALCO/SAIL,HINDALCO,SAIL,743,0.2599,0.8202,1.0287,56.0,0.62,0.619,-1.6,False,METALS
HINDALCO/NMDC,HINDALCO,NMDC,743,0.9118,0.9743,1.0145,671.3,0.41,0.01,-0.36,False,METALS
HINDALCO/JINDALSTEL,HINDALCO,JINDALSTEL,743,0.079,0.246,1.0012,32.2,0.627,0.855,-1.42,False,METALS
HINDALCO/NATIONALUM,HINDALCO,NATIONALUM,743,0.5215,0.242,1.0242,137.4,0.677,0.893,-0.05,False,METALS
HINDALCO/HINDZINC,HINDALCO,HINDZINC,217,0.0921,0.2343,1.0182,21.5,0.645,0.745,0.89,False,METALS
HINDALCO/COALINDIA,HINDALCO,COALINDIA,551,0.7728,0.989,1.0155,131.8,0.405,0.525,1.93,False,METALS
VEDL/SAIL,VEDL,SAIL,496,0.4579,0.9106,1.0039,81.7,0.662,0.068,-0.1,False,METALS
VEDL/NMDC,VEDL,NMDC,496,0.7946,0.8741,1.02,200.4,0.426,0.093,0.3,False,METALS
VEDL/JINDALSTEL,VEDL,JINDALSTEL,496,0.5142,0.4784,1.0004,66.0,0.6,0.567,-0.48,False,METALS
VEDL/NATIONALUM,VEDL,NATIONALUM,496,0.2493,0.1327,1.0113,41.7,0.693,0.774,1.55,False,METALS
VEDL/HINDZINC,VEDL,HINDZINC,217,0.2758,0.0302,1.0436,14.5,0.733,0.898,1.58,False,METALS
VEDL/COALINDIA,VEDL,COALINDIA,304,0.9708,0.9364,1.023,DIV,0.555,0.024,1.48,False,METALS
SAIL/NMDC,SAIL,NMDC,743,0.8524,0.9356,1.0206,341.1,0.483,0.107,0.8,False,METALS
SAIL/JINDALSTEL,SAIL,JINDALSTEL,743,0.2625,0.3883,1.0269,36.8,0.682,0.766,-0.76,False,METALS
SAIL/NATIONALUM,SAIL,NATIONALUM,748,0.771,0.5485,1.0169,292.7,0.719,0.566,0.72,False,METALS
SAIL/HINDZINC,SAIL,HINDZINC,217,0.3632,0.0364,1.0346,22.9,0.501,0.562,1.32,False,METALS
SAIL/COALINDIA,SAIL,COALINDIA,551,0.2615,0.5137,1.0295,46.7,0.551,0.762,2.5,False,METALS
NMDC/JINDALSTEL,NMDC,JINDALSTEL,743,0.822,0.8802,1.0202,291.7,0.404,0.001,-1.02,False,METALS
NMDC/NATIONALUM,NMDC,NATIONALUM,743,0.8844,0.8379,1.0277,557.4,0.464,0.006,0.13,False,METALS
NMDC/HINDZINC,NMDC,HINDZINC,217,0.56,0.1674,1.0105,30.6,0.584,0.679,0.73,False,METALS
NMDC/COALINDIA,NMDC,COALINDIA,551,0.6571,0.8863,1.017,87.7,0.392,0.45,1.57,False,METALS
JINDALSTEL/NATIONALUM,JINDALSTEL,NATIONALUM,743,0.6292,0.461,1.0363,154.1,0.604,0.764,0.96,False,METALS
JINDALSTEL/HINDZINC,JINDALSTEL,HINDZINC,217,0.2996,0.4855,1.0336,36.5,0.497,0.359,1.29,False,METALS
JINDALSTEL/COALINDIA,JINDALSTEL,COALINDIA,551,0.4379,0.9295,1.0296,62.4,0.439,0.733,2.0,False,METALS
NATIONALUM/HINDZINC,NATIONALUM,HINDZINC,217,0.8673,0.2285,1.0353,176.7,0.717,0.858,0.8,False,METALS
NATIONALUM/COALINDIA,NATIONALUM,COALINDIA,551,0.9972,1.0,1.0225,DIV,0.546,0.434,0.81,False,METALS
NTPC/POWERGRID,NTPC,POWERGRID,503,0.0448,0.2254,0.9898,23.3,0.706,0.659,-1.4,False,POWER
NTPC/TATAPOWER,NTPC,TATAPOWER,501,0.1528,0.4587,1.0103,21.0,0.701,0.626,0.79,False,POWER
NTPC/NHPC,NTPC,NHPC,300,0.2712,0.3869,1.0008,18.4,0.616,0.302,1.59,False,POWER
NTPC/PFC,NTPC,PFC,727,0.0265,0.0831,1.0064,29.9,0.608,0.899,-1.29,False,POWER
NTPC/RECLTD,NTPC,RECLTD,727,0.0323,0.7691,1.0189,80.2,0.627,0.859,2.69,False,POWER
NTPC/IREDA,NTPC,IREDA,236,0.9957,0.8003,1.0065,DIV,0.535,0.063,1.98,False,POWER
NTPC/IRFC,NTPC,IRFC,299,0.7113,0.5361,1.0096,31.7,0.497,0.065,1.78,False,POWER
NTPC/HUDCO,NTPC,HUDCO,300,0.7567,0.5644,1.0089,43.7,0.559,0.073,1.46,False,POWER
NTPC/TORNTPOWER,NTPC,TORNTPOWER,251,0.4387,0.2905,1.0083,13.6,0.583,0.446,0.72,False,POWER
NTPC/JSWENERGY,NTPC,JSWENERGY,300,0.4053,0.6592,0.9745,31.1,0.547,0.117,0.92,False,POWER
NTPC/ADANIENT,NTPC,ADANIENT,501,0.3277,0.3163,1.003,33.2,0.574,0.335,0.2,False,POWER
NTPC/ADANIGREEN,NTPC,ADANIGREEN,300,0.0472,0.5005,0.9941,14.7,0.53,0.064,-0.21,False,POWER
NTPC/ADANIENSOL,NTPC,ADANIENSOL,300,0.3202,0.3772,0.9941,28.2,0.522,0.087,-0.41,False,POWER
POWERGRID/TATAPOWER,POWERGRID,TATAPOWER,501,0.0171,0.0951,0.9767,15.0,0.616,0.615,1.62,False,POWER
POWERGRID/NHPC,POWERGRID,NHPC,300,0.0258,0.1021,0.9672,12.9,0.489,0.307,2.0,False,POWER
POWERGRID/PFC,POWERGRID,PFC,502,0.0001,0.0001,0.9802,8.3,0.605,0.811,0.5,False,POWER
POWERGRID/RECLTD,POWERGRID,RECLTD,502,0.409,0.024,0.9983,48.7,0.609,0.719,2.61,False,POWER
POWERGRID/IREDA,POWERGRID,IREDA,236,0.9232,0.5254,0.9601,23.7,0.459,0.616,2.32,False,POWER
POWERGRID/IRFC,POWERGRID,IRFC,299,0.0307,0.1235,0.9966,9.2,0.421,0.587,2.1,False,POWER
POWERGRID/HUDCO,POWERGRID,HUDCO,300,0.1702,0.2708,0.9859,16.1,0.482,0.37,1.83,False,POWER
POWERGRID/TORNTPOWER,POWERGRID,TORNTPOWER,251,0.1562,0.4161,1.0139,15.6,0.557,0.397,1.95,False,POWER
POWERGRID/JSWENERGY,POWERGRID,JSWENERGY,300,0.0685,0.0751,1.0229,17.0,0.503,0.491,1.57,False,POWER
POWERGRID/ADANIENT,POWERGRID,ADANIENT,501,0.0359,0.1023,0.9939,22.5,0.449,0.308,1.27,False,POWER
POWERGRID/ADANIGREEN,POWERGRID,ADANIGREEN,300,0.0169,0.4604,0.9937,10.8,0.477,0.284,0.41,False,POWER
POWERGRID/ADANIENSOL,POWERGRID,ADANIENSOL,300,0.4772,0.1506,0.9716,41.5,0.478,0.018,0.33,False,POWER
TATAPOWER/NHPC,TATAPOWER,NHPC,300,0.0118,0.0504,1.0027,10.1,0.707,0.557,1.88,False,POWER
TATAPOWER/PFC,TATAPOWER,PFC,500,0.0488,0.0631,1.0014,21.9,0.653,0.534,-1.14,False,POWER
TATAPOWER/RECLTD,TATAPOWER,RECLTD,500,0.5075,0.0511,1.0144,67.5,0.647,0.509,2.08,False,POWER
TATAPOWER/IREDA,TATAPOWER,IREDA,236,0.948,0.008,0.9984,35.3,0.669,0.429,2.86,False,POWER
TATAPOWER/IRFC,TATAPOWER,IRFC,299,0.4593,0.2353,1.0128,17.5,0.604,0.362,2.6,False,POWER
TATAPOWER/HUDCO,TATAPOWER,HUDCO,300,0.066,0.0279,1.0025,12.0,0.651,0.673,1.74,False,POWER
TATAPOWER/TORNTPOWER,TATAPOWER,TORNTPOWER,251,0.5317,0.3093,1.0235,37.1,0.677,0.039,-0.58,False,POWER
TATAPOWER/JSWENERGY,TATAPOWER,JSWENERGY,300,0.1176,0.25,1.0342,20.4,0.639,0.363,0.65,False,POWER
TATAPOWER/ADANIENT,TATAPOWER,ADANIENT,501,0.0782,0.0626,0.9984,22.6,0.579,0.526,-0.55,False,POWER
TATAPOWER/ADANIGREEN,TATAPOWER,ADANIGREEN,300,0.0003,0.025,0.9861,7.0,0.647,0.59,-0.8,False,POWER
TATAPOWER/ADANIENSOL,TATAPOWER,ADANIENSOL,300,0.6126,0.2437,1.0225,44.8,0.617,0.101,-1.14,False,POWER
NHPC/PFC,NHPC,PFC,299,0.0739,0.2219,0.984,21.4,0.712,0.214,-1.61,False,POWER
NHPC/RECLTD,NHPC,RECLTD,299,0.205,0.2039,1.0104,41.5,0.711,0.021,0.69,False,POWER
NHPC/IREDA,NHPC,IREDA,236,0.4525,0.0006,0.9643,11.8,0.543,0.643,2.11,False,POWER
NHPC/IRFC,NHPC,IRFC,299,0.0989,0.2054,0.9838,17.8,0.644,0.229,1.4,False,POWER
NHPC/HUDCO,NHPC,HUDCO,300,0.095,0.1084,0.9744,15.7,0.642,0.42,1.09,False,POWER
NHPC/TORNTPOWER,NHPC,TORNTPOWER,251,0.2664,0.3134,1.0278,19.6,0.503,0.171,-1.54,False,POWER
NHPC/JSWENERGY,NHPC,JSWENERGY,300,0.1006,0.1851,1.0051,19.0,0.571,0.112,-0.78,False,POWER
NHPC/ADANIENT,NHPC,ADANIENT,300,0.0013,0.0089,0.9818,6.4,0.473,0.545,-1.37,False,POWER
NHPC/ADANIGREEN,NHPC,ADANIGREEN,300,0.0039,0.141,0.9822,10.4,0.54,0.164,-1.3,False,POWER
NHPC/ADANIENSOL,NHPC,ADANIENSOL,300,0.656,0.2832,1.011,44.2,0.547,0.075,-1.54,False,POWER
PFC/RECLTD,PFC,RECLTD,742,0.3052,0.6205,1.0153,100.3,0.873,0.939,1.34,False,POWER
PFC/IREDA,PFC,IREDA,235,0.9499,0.8722,1.0057,199.1,0.666,0.507,1.97,False,POWER
PFC/IRFC,PFC,IRFC,314,0.9488,0.5288,1.0131,405.1,0.656,0.541,1.94,False,POWER
PFC/HUDCO,PFC,HUDCO,299,0.4905,0.2069,1.017,36.8,0.703,0.221,1.54,False,POWER
PFC/TORNTPOWER,PFC,TORNTPOWER,250,0.3474,0.682,1.0182,17.4,0.584,0.304,1.38,False,POWER
PFC/JSWENERGY,PFC,JSWENERGY,299,0.0954,0.2373,1.0084,13.9,0.629,0.681,1.16,False,POWER
PFC/ADANIENT,PFC,ADANIENT,500,0.1175,0.2016,0.9744,25.0,0.543,0.391,0.71,False,POWER
PFC/ADANIGREEN,PFC,ADANIGREEN,299,0.222,0.5931,1.0103,16.2,0.564,0.252,0.15,False,POWER
PFC/ADANIENSOL,PFC,ADANIENSOL,299,0.4786,0.0489,1.0256,49.9,0.55,0.11,0.03,False,POWER
RECLTD/IREDA,RECLTD,IREDA,235,0.0539,0.1092,1.0186,17.4,0.649,0.551,0.83,False,POWER
RECLTD/IRFC,RECLTD,IRFC,314,0.1152,0.2446,0.9783,18.8,0.673,0.646,2.15,False,POWER
RECLTD/HUDCO,RECLTD,HUDCO,299,0.3628,0.2389,1.021,45.4,0.727,0.134,0.51,False,POWER
RECLTD/TORNTPOWER,RECLTD,TORNTPOWER,250,0.0658,0.2914,1.0197,11.2,0.569,0.498,-2.28,False,POWER
RECLTD/JSWENERGY,RECLTD,JSWENERGY,299,0.2052,0.4275,1.0281,21.0,0.616,0.644,-0.92,False,POWER
RECLTD/ADANIENT,RECLTD,ADANIENT,500,0.1758,0.3446,1.0046,31.3,0.561,0.499,-1.48,False,POWER
RECLTD/ADANIGREEN,RECLTD,ADANIGREEN,299,0.4706,0.8141,1.0094,35.2,0.576,0.167,-1.31,False,POWER
RECLTD/ADANIENSOL,RECLTD,ADANIENSOL,299,0.6547,0.094,1.0149,83.5,0.573,0.188,-1.61,False,POWER
IREDA/IRFC,IREDA,IRFC,235,0.5805,0.6853,1.0333,8.8,0.693,0.686,-1.47,False,POWER
IREDA/HUDCO,IREDA,HUDCO,236,0.084,0.5866,0.9506,11.0,0.61,0.359,-0.01,False,POWER
IREDA/TORNTPOWER,IREDA,TORNTPOWER,236,0.8117,0.9325,1.0158,34.5,0.563,0.335,-1.97,False,POWER
IREDA/JSWENERGY,IREDA,JSWENERGY,236,0.6278,0.8641,0.998,28.5,0.565,0.144,-2.21,False,POWER
IREDA/ADANIENT,IREDA,ADANIENT,236,0.0656,0.2375,0.9997,10.0,0.552,0.57,-2.16,False,POWER
IREDA/ADANIGREEN,IREDA,ADANIGREEN,236,0.2208,0.9047,0.9771,18.2,0.498,0.063,-1.98,False,POWER
IREDA/ADANIENSOL,IREDA,ADANIENSOL,236,0.7493,0.6095,0.9762,37.6,0.477,0.02,-2.15,False,POWER
IRFC/HUDCO,IRFC,HUDCO,299,0.2583,0.5407,0.9774,13.3,0.615,0.428,0.61,False,POWER
IRFC/TORNTPOWER,IRFC,TORNTPOWER,250,0.3612,0.4214,1.0395,20.7,0.581,0.187,-1.75,False,POWER
IRFC/JSWENERGY,IRFC,JSWENERGY,299,0.0254,0.1063,1.0181,11.0,0.515,0.535,-1.54,False,POWER
IRFC/ADANIENT,IRFC,ADANIENT,299,0.0116,0.082,0.9899,9.4,0.439,0.363,-1.72,False,POWER
IRFC/ADANIGREEN,IRFC,ADANIGREEN,299,0.024,0.6207,0.9599,10.7,0.465,0.288,-1.62,False,POWER
IRFC/ADANIENSOL,IRFC,ADANIENSOL,299,0.6328,0.0875,1.0108,52.0,0.451,0.072,-1.85,False,POWER
HUDCO/TORNTPOWER,HUDCO,TORNTPOWER,251,0.5592,0.6646,1.0198,36.2,0.503,0.03,-1.4,False,POWER
HUDCO/JSWENERGY,HUDCO,JSWENERGY,300,0.1479,0.4931,1.0107,20.6,0.602,0.283,-1.61,False,POWER
HUDCO/ADANIENT,HUDCO,ADANIENT,300,0.0293,0.1086,0.9857,9.2,0.511,0.504,-1.7,False,POWER
HUDCO/ADANIGREEN,HUDCO,ADANIGREEN,300,0.0002,0.0031,0.9474,5.8,0.564,0.593,-1.84,False,POWER
HUDCO/ADANIENSOL,HUDCO,ADANIENSOL,300,0.7514,0.6605,0.9757,40.1,0.552,0.148,-1.87,False,POWER
TORNTPOWER/JSWENERGY,TORNTPOWER,JSWENERGY,251,0.426,0.4806,1.0218,27.0,0.518,0.005,0.84,False,POWER
TORNTPOWER/ADANIENT,TORNTPOWER,ADANIENT,251,0.3989,0.5156,1.028,25.1,0.474,0.038,-0.07,False,POWER
TORNTPOWER/ADANIGREEN,TORNTPOWER,ADANIGREEN,251,0.3984,0.3153,1.0201,25.2,0.485,0.017,-0.46,False,POWER
TORNTPOWER/ADANIENSOL,TORNTPOWER,ADANIENSOL,251,0.5202,0.4527,0.9848,37.2,0.494,0.009,-0.75,False,POWER
JSWENERGY/ADANIENT,JSWENERGY,ADANIENT,300,0.0952,0.2405,1.0139,15.0,0.476,0.24,-0.96,False,POWER
JSWENERGY/ADANIGREEN,JSWENERGY,ADANIGREEN,300,0.0827,0.3995,1.0242,12.7,0.509,0.41,-1.15,False,POWER
JSWENERGY/ADANIENSOL,JSWENERGY,ADANIENSOL,300,0.5259,0.0343,1.0439,51.3,0.501,0.037,-1.31,False,POWER
ADANIENT/ADANIGREEN,ADANIENT,ADANIGREEN,300,0.004,0.1329,0.9974,11.5,0.775,0.406,-0.91,False,POWER
ADANIENT/ADANIENSOL,ADANIENT,ADANIENSOL,300,0.8215,0.2596,1.017,140.8,0.758,0.016,-1.44,False,POWER
ADANIGREEN/ADANIENSOL,ADANIGREEN,ADANIENSOL,300,0.0249,0.0016,1.0201,25.4,0.831,0.128,-0.51,False,POWER
LT/NBCC,LT,NBCC,255,0.5745,0.9548,0.998,34.0,0.425,0.425,1.22,False,INFRA
LT/CONCOR,LT,CONCOR,748,0.9924,0.8044,1.0142,DIV,0.406,0.037,1.84,False,INFRA
LT/GMRAIRPORT,LT,GMRAIRPORT,501,0.045,0.0579,1.0118,18.8,0.458,0.445,1.83,False,INFRA
LT/DLF,LT,DLF,501,0.8931,0.314,1.0086,227.4,0.569,0.0,0.87,False,INFRA
LT/OBEROIRLTY,LT,OBEROIRLTY,748,0.2251,0.6523,1.005,55.0,0.381,0.689,1.08,False,INFRA
LT/GODREJPROP,LT,GODREJPROP,748,0.6669,0.9315,1.0184,147.2,0.437,0.501,0.1,False,INFRA
LT/PRESTIGE,LT,PRESTIGE,251,0.4535,0.8597,1.028,31.9,0.413,0.503,-0.03,False,INFRA
LT/LODHA,LT,LODHA,300,0.8677,0.6729,1.0105,134.1,0.4,0.046,-0.35,False,INFRA
LT/PHOENIXLTD,LT,PHOENIXLTD,251,0.0732,0.3588,0.9642,12.3,0.281,0.477,1.0,False,INFRA
LT/IRCTC,LT,IRCTC,505,0.9863,0.1562,1.0278,DIV,0.567,0.057,1.76,False,INFRA
NBCC/CONCOR,NBCC,CONCOR,255,0.6196,0.7271,1.0119,73.1,0.532,0.021,-0.55,False,INFRA
NBCC/GMRAIRPORT,NBCC,GMRAIRPORT,255,0.4228,0.6571,1.0376,25.1,0.458,0.422,-0.36,False,INFRA
NBCC/DLF,NBCC,DLF,255,0.4371,0.6456,0.9823,31.2,0.575,0.451,-1.15,False,INFRA
NBCC/OBEROIRLTY,NBCC,OBEROIRLTY,255,0.3707,0.5296,0.9953,28.6,0.538,0.392,-0.6,False,INFRA
NBCC/GODREJPROP,NBCC,GODREJPROP,255,0.6347,0.7066,0.98,36.0,0.537,0.201,-1.1,False,INFRA
NBCC/PRESTIGE,NBCC,PRESTIGE,250,0.062,0.2067,1.006,10.7,0.471,0.754,-1.4,False,INFRA
NBCC/LODHA,NBCC,LODHA,255,0.5915,0.759,0.9823,45.1,0.443,0.151,-1.48,False,INFRA
NBCC/PHOENIXLTD,NBCC,PHOENIXLTD,250,0.5752,0.7662,1.0004,41.7,0.336,0.049,-0.45,False,INFRA
NBCC/IRCTC,NBCC,IRCTC,255,0.6164,0.7739,1.0143,58.9,0.678,0.041,-0.34,False,INFRA
CONCOR/GMRAIRPORT,CONCOR,GMRAIRPORT,501,0.9256,0.9384,1.0325,465.2,0.561,0.019,0.7,False,INFRA
CONCOR/DLF,CONCOR,DLF,501,0.6989,0.5337,1.0199,122.3,0.558,0.519,-0.68,False,INFRA
CONCOR/OBEROIRLTY,CONCOR,OBEROIRLTY,748,0.5868,0.9645,1.015,165.8,0.426,0.091,0.23,False,INFRA
CONCOR/GODREJPROP,CONCOR,GODREJPROP,748,0.2369,0.7509,0.9909,83.3,0.437,0.494,-0.33,False,INFRA
CONCOR/PRESTIGE,CONCOR,PRESTIGE,251,0.7259,0.683,1.0108,97.1,0.384,0.165,-1.33,False,INFRA
CONCOR/LODHA,CONCOR,LODHA,300,0.5975,0.7953,0.9879,24.3,0.382,0.455,-1.19,False,INFRA
CONCOR/PHOENIXLTD,CONCOR,PHOENIXLTD,251,0.8743,0.5056,1.0317,57.8,0.171,0.176,0.25,False,INFRA
CONCOR/IRCTC,CONCOR,IRCTC,505,0.5673,0.0368,1.0001,66.3,0.649,0.901,0.63,False,INFRA
